1.4,1.4
0,1
0.1043,0.999
0.2108,0.9964
0.2304,0.9962
0.2501,0.9956
0.2697,0.9946
0.2894,0.9936
0.309,0.9921
0.3286,0.9909
0.3483,0.9896
0.3679,0.9882
0.3875,0.9868
0.4072,0.985
0.4268,0.9833
0.4465,0.9817
0.4661,0.9798
0.4857,0.9781
0.5054,0.9761
0.525,0.974
0.5446,0.9719
0.5643,0.9699
0.5839,0.9676
0.6035,0.9653
0.6231,0.9629
0.6428,0.9606
0.6624,0.9583
0.682,0.956
0.7017,0.9539
0.7213,0.9514
0.7409,0.9493
0.7606,0.9472
0.7802,0.9451
0.7998,0.9424
0.8195,0.9399
0.8391,0.9374
0.8638,0.934
0.8912,0.9298
0.9123,0.9279
0.9319,0.9253
0.9515,0.9227
0.9711,0.9201
0.9908,0.9175
