4,4
0,0
0.0059,0.0166
0.0165,0.0384
0.0287,0.0628
0.042,0.0892
0.0605,0.1193
0.0806,0.1498
0.0981,0.172
0.1197,0.1947
0.1371,0.2133
0.154,0.2293
0.1703,0.2458
0.1814,0.2566
0.1945,0.269
0.2088,0.2844
0.2241,0.2978
0.2488,0.3194
0.2688,0.3369
0.2867,0.3508
0.303,0.3636
0.3209,0.3775
0.3388,0.3903
0.3551,0.4047
0.3725,0.417
0.4004,0.4365
0.4225,0.4519
0.4398,0.4637
0.4587,0.477
0.4856,0.4939
0.5034,0.5046
0.5276,0.5221
0.5508,0.5369
0.5665,0.5456
0.5833,0.5569
0.6002,0.5671
0.6191,0.5794
0.6501,0.5988
0.6649,0.6117
0.689,0.6249
0.7142,0.6392
0.7368,0.6525
0.7558,0.6632
0.781,0.677
0.7989,0.6877
0.8209,0.7
0.8462,0.7169
0.8693,0.7296
0.8966,0.7449
0.926,0.7613
0.9539,0.7771
0.9996,0.7984
