1.3,1.3
0,1
0.1021,0.9979
0.1296,0.9968
0.1549,0.9947
0.1887,0.9925
0.2161,0.9903
0.2477,0.9871
0.2794,0.9849
0.3054,0.9814
0.325,0.9789
0.3446,0.9762
0.3643,0.9734
0.3839,0.9705
0.4035,0.9675
0.4231,0.9644
0.4428,0.9613
0.4624,0.9583
0.482,0.9549
0.5016,0.9516
0.5213,0.9485
0.5409,0.9451
0.5605,0.9416
0.5801,0.9378
0.5999,0.9339
0.6194,0.9304
0.639,0.9261
0.6586,0.9221
0.6783,0.9179
0.6979,0.9139
0.7175,0.9099
0.7371,0.9049
0.7567,0.9012
0.7764,0.8974
0.796,0.8945
0.8156,0.8894
0.8352,0.8853
0.8635,0.8789
0.8993,0.8704
0.9207,0.8659
0.9405,0.8617
0.9601,0.8569
0.9797,0.8528
0.9949,0.8496
