0,0
0,1
0.059,0.9761
0.0921,0.963
0.1554,0.9415
0.1935,0.9284
0.2517,0.9118
0.2925,0.898
0.3316,0.8892
0.3716,0.878
0.4116,0.8686
0.4515,0.8593
0.4915,0.8491
0.5496,0.8369
0.5895,0.8275
0.6294,0.819
0.6694,0.811
0.7492,0.7959
0.7892,0.7879
0.8291,0.78
0.869,0.7728
0.9089,0.7656
0.9489,0.759
0.9888,0.7522
1.0287,0.7473
1.0686,0.7411
1.1085,0.7345
1.1484,0.7285
1.1883,0.7228
1.2282,0.717
1.2681,0.7114
1.308,0.706
1.3479,0.6996
1.3878,0.6956
1.4277,0.6899
1.4676,0.6853
1.5075,0.6798
1.5474,0.6754
1.5873,0.6706
1.6272,0.6663
1.667,0.6619
1.7216,0.6572
1.7867,0.6505
1.8265,0.6478
1.8664,0.6441
1.9063,0.6392
1.9462,0.6351
1.9843,0.6318
