1.2,1.2
0,1
0.0599,0.998
0.1042,0.9969
0.1317,0.9947
0.1675,0.9915
0.195,0.9882
0.235,0.9829
0.273,0.9775
0.2983,0.9732
0.3236,0.9689
0.357,0.9623
0.3767,0.9584
0.3963,0.9544
0.4159,0.9505
0.4355,0.9464
0.4552,0.9421
0.4748,0.9376
0.4944,0.9329
0.514,0.9281
0.5308,0.923
0.5497,0.9191
0.5693,0.9141
0.5889,0.909
0.6085,0.9028
0.6281,0.8988
0.6478,0.8943
0.6674,0.8891
0.687,0.8833
0.7066,0.8781
0.7262,0.8725
0.7458,0.867
0.7654,0.8612
0.785,0.8552
0.8047,0.8493
0.8243,0.8433
0.8403,0.8388
0.9098,0.8183
0.9295,0.8129
0.9491,0.8075
0.9687,0.8018
0.9841,0.7979
0.9996,0.7929
