35,35
0,35
0.0156,34.3702
0.0288,34.0044
0.0465,33.4697
0.0707,32.8531
0.0909,32.326
0.1139,31.7713
0.1274,31.493
0.1408,31.1796
0.1531,30.9632
0.1689,30.6402
0.1867,30.3404
0.1991,30.0979
0.2204,29.7415
0.2372,29.4336
0.2533,29.2046
0.271,28.988
0.2879,28.7794
0.3047,28.55
0.3216,28.3572
0.3366,28.2219
0.3554,28.0445
0.3683,27.9427
0.3893,27.7978
0.4016,27.7249
0.4231,27.6142
0.44,27.4956
0.457,27.3688
0.4734,27.2888
0.4924,27.2042
0.5247,27.1049
0.5417,27.0468
0.5587,27.0178
0.5756,26.9471
0.5925,26.8793
0.6095,26.8225
0.6265,26.7748
0.6434,26.725
0.6604,26.6751
0.6773,26.644
0.6943,26.5921
0.7112,26.5423
0.7282,26.5029
0.7452,26.4614
0.7621,26.4157
0.7791,26.3701
0.796,26.339
0.813,26.2871
0.8311,26.2492
0.8526,26.2011
0.8679,26.156
0.8808,26.1169
0.8978,26.0921
0.9148,26.0735
0.9317,26.0237
0.9487,26.0197
0.9657,25.999
0.9826,25.9387
0.9972,25.8612
