30,30
0,35
0.0075,34.6459
0.0156,34.3702
0.0244,34.0767
0.037,33.6445
0.0595,32.9928
0.0821,32.341
0.1021,31.7658
0.1193,31.3344
0.1361,30.9448
0.1529,30.5244
0.1697,30.145
0.1865,29.8898
0.1989,29.6079
0.219,29.2588
0.2324,29.0284
0.2493,28.745
0.2661,28.4853
0.283,28.2183
0.2998,28.0276
0.3167,27.866
0.3351,27.6337
0.352,27.4527
0.3689,27.2502
0.3858,27.1011
0.4027,26.984
0.4196,26.8037
0.4366,26.6706
0.4535,26.5354
0.4704,26.4294
0.4873,26.3275
0.5042,26.2007
0.5212,26.0905
0.5381,26.0282
0.555,25.9183
0.572,25.7911
0.5889,25.6767
0.6058,25.5825
0.6227,25.4876
0.6397,25.392
0.6566,25.2963
0.6735,25.2049
0.6905,25.0988
0.7074,25.0553
0.7244,24.995
0.7413,24.9466
0.7583,24.8497
0.7752,24.7248
0.7926,24.6405
0.8091,24.571
0.826,24.5087
0.843,24.4277
0.8599,24.3466
0.8768,24.276
0.8939,24.1965
0.9107,24.1035
0.9277,24.0495
0.9446,23.9948
0.9616,23.9561
0.9785,23.9486
0.9947,23.8991
