1.1,1.1
0,1
0.0599,0.998
0.0831,0.9969
0.1021,0.9947
0.1211,0.9926
0.1549,0.9894
0.1865,0.9861
0.2034,0.9829
0.2371,0.9765
0.2835,0.9669
0.3112,0.9607
0.3356,0.9554
0.3753,0.9469
0.3944,0.9412
0.414,0.936
0.4337,0.9306
0.4533,0.9251
0.4729,0.9193
0.4925,0.9135
0.5121,0.9073
0.5442,0.8977
0.5638,0.8927
0.5834,0.8859
0.603,0.8799
0.6298,0.8709
0.6494,0.8646
0.6853,0.8523
0.7046,0.8461
0.7242,0.8397
0.7438,0.8332
0.7635,0.8266
0.7831,0.8199
0.8116,0.8099
0.8401,0.8006
0.8735,0.7888
0.9065,0.7783
0.9292,0.7709
0.9488,0.7637
0.9684,0.7562
0.9898,0.7502
0.9999,0.7472
