0.5, 0.5
0,0
0.0013,0.001
0.0139,0.0121
0.0223,0.0202
0.0314,0.0286
0.0435,0.0388
0.0577,0.0481
0.0685,0.0572
0.0832,0.0667
0.105,0.0808
0.1269,0.0931
0.1459,0.1047
0.1749,0.1214
0.204,0.1382
0.233,0.1505
0.2657,0.1654
0.3001,0.1812
0.3364,0.1924
0.3617,0.2023
0.3872,0.2125
0.4225,0.2238
0.4479,0.2334
0.4805,0.2429
0.525,0.2576
0.573,0.2724
0.6201,0.288
0.6555,0.3002
0.6999,0.3131
0.7533,0.3278
0.8086,0.3424
0.8458,0.3536
0.8775,0.3623
0.9201,0.3743
0.9599,0.3846
0.9998,0.395
