2.5,2.5
0,0
0.0028,0.0009
0.0055,0.01
0.0126,0.0229
0.0223,0.0424
0.0329,0.061
0.0452,0.0799
0.0593,0.0976
0.0721,0.1127
0.0927,0.1346
0.109,0.1522
0.1235,0.166
0.1367,0.1788
0.1481,0.1883
0.163,0.202
0.1788,0.214
0.1941,0.2277
0.2086,0.2414
0.2235,0.253
0.2376,0.2628
0.256,0.2756
0.2757,0.2902
0.295,0.3025
0.3165,0.3166
0.3379,0.3303
0.3625,0.3469
0.3752,0.3559
0.3927,0.367
0.4098,0.3781
0.4286,0.3883
0.4488,0.4011
0.4694,0.4134
0.4921,0.4262
0.5136,0.439
0.5324,0.4505
0.5512,0.4594
0.5727,0.4721
0.6077,0.49
0.6257,0.5006
0.6506,0.5129
0.6708,0.5253
0.6861,0.5325
0.7045,0.5427
0.7298,0.5536
0.7557,0.5659
0.7784,0.5778
0.8029,0.591
0.8231,0.6003
0.845,0.6113
0.8668,0.6215
0.8887,0.6312
0.9115,0.6422
0.9342,0.6524
0.9535,0.6626
0.978,0.6727
1.0003,0.6811
