0.7,0.7
0,0
0.0016,0.0004
0.0164,0.0206
0.028,0.033
0.0433,0.0485
0.0649,0.068
0.089,0.0839
0.1053,0.0947
0.1258,0.1069
0.1458,0.1192
0.1742,0.135
0.1999,0.1503
0.2288,0.1662
0.253,0.1784
0.2709,0.1865
0.2919,0.1956
0.3186,0.2052
0.338,0.2149
0.3627,0.226
0.3853,0.2346
0.4089,0.2437
0.4262,0.2498
0.4472,0.2578
0.4645,0.2644
0.485,0.2725
0.5018,0.2796
0.5228,0.2882
0.5464,0.2968
0.571,0.3048
0.5931,0.3134
0.6162,0.322
0.6377,0.3295
0.6613,0.3381
0.6833,0.3451
0.6975,0.3496
0.7185,0.3561
0.7384,0.3627
0.7583,0.3687
0.7809,0.3757
0.8039,0.3827
0.8249,0.3903
0.8459,0.3968
0.8706,0.4048
0.8905,0.4124
0.9136,0.4189
0.9387,0.4264
0.9592,0.4329
0.9791,0.4384
1.0001,0.4433
