1,1
0,0
0.0056,0.618
0.0173,1.4259
0.0311,2.3378
0.047,3.3013
0.0741,5.0467
0.0979,6.5837
0.117,7.7557
0.1335,8.9024
0.1594,10.4648
0.1865,12.3674
0.2115,14.0088
0.2311,15.2592
0.256,16.953
0.2825,18.5152
0.3043,19.922
0.3244,21.1984
0.3478,22.7617
0.36,23.648
0.3833,25.0804
0.4035,26.4092
0.4226,27.6597
0.4427,28.9623
0.4603,30.0824
0.4857,31.776
0.5112,33.3648
0.5329,34.8502
0.5573,36.4132
0.5749,37.5858
0.5971,38.9923
0.6199,40.3725
0.6454,41.9613
0.6661,43.3947
0.6926,45.1141
0.7207,46.8853
0.7414,48.1353
0.7652,49.6723
0.7902,51.2613
0.8061,52.4606
0.8231,53.45
0.8432,54.7525
0.8702,56.3145
0.8887,57.3033
0.9088,58.3701
0.9321,59.5405
0.9516,60.4503
0.9706,61.3079
0.9906,62.034
0.9996,62.3451
