0.025, 0, 20, 0.05
0.05, 0, 10, 0.1
0.075, 0, 6.8966, 0.15
0.095, 0, 5.4054, 0.2
0.122, 0, 4.2918, 0.25
0.138, 0, 3.5461, 0.3
0.168, 0, 3.2051, 0.35
0.185, 0, 2.8169, 0.4
0.21, 0, 2.5641, 0.45
0.227, 0, 2.3095, 0.5
0.245, 0, 2.1277, 0.55
0.265, 0, 1.9802, 0.6
0.297, 0, 1.7452, 0.7
0.333, 0, 1.5823, 0.8
0.363, 0, 1.4556, 0.9
