20,20
0,35
0.0061,34.5502
0.0126,34.2255
0.0232,33.8258
0.0324,33.4634
0.0416,33.0717
0.0547,32.6197
0.0723,31.9463
0.0873,31.3983
0.114,30.5233
0.1387,29.7515
0.1608,29.127
0.1829,28.5903
0.2065,28.0382
0.2326,27.4703
0.2619,26.8936
0.2909,26.3462
0.3219,25.7832
0.3554,25.2556
0.3803,24.8637
0.4067,24.4564
0.4377,24.0687
0.4713,23.6288
0.5121,23.083
0.549,22.6122
0.5835,22.1717
0.621,21.7372
0.657,21.3107
0.6942,20.8908
0.7272,20.5169
0.765,20.1553
0.7968,19.8111
0.8282,19.4745
0.8652,19.1059
0.8999,18.7165
0.9328,18.3938
0.9656,18.0711
1.0006,17.7473
