0.5,0.5
0,1
0.0707,0.9778
0.1117,0.9659
0.1498,0.9549
0.1861,0.9448
0.2261,0.934
0.266,0.924
0.3084,0.9153
0.3495,0.9045
0.3898,0.8955
0.4294,0.8871
0.4694,0.8788
0.5093,0.8703
0.5492,0.8628
0.6291,0.8471
0.669,0.8394
0.7089,0.8324
0.7489,0.8252
0.7891,0.8175
0.8287,0.8119
0.8686,0.8055
0.9085,0.7989
0.9484,0.7942
0.9883,0.7876
1.0282,0.7818
1.0681,0.776
1.108,0.7705
1.1479,0.7649
1.1878,0.7597
1.2468,0.7514
1.3075,0.7457
1.3474,0.7402
1.3873,0.7355
1.4272,0.731
1.4671,0.7268
1.5069,0.723
1.5468,0.7182
1.5867,0.7144
1.6266,0.71
1.6665,0.7058
1.7114,0.701
1.8188,0.6904
1.8586,0.6872
1.8985,0.6834
1.9384,0.68
1.9783,0.6765
2,0.6745
