1,1
0,0
0.0015,0.0004
0.0151,0.0198
0.0292,0.0366
0.0499,0.0581
0.0674,0.0731
0.0889,0.0916
0.1196,0.1155
0.1433,0.1326
0.1687,0.1501
0.195,0.1685
0.2257,0.1877
0.252,0.2043
0.2879,0.2217
0.3207,0.2365
0.3517,0.2518
0.3832,0.2648
0.4029,0.2742
0.42,0.2809
0.4462,0.2927
0.483,0.3092
0.5092,0.3211
0.5333,0.3317
0.5569,0.3396
0.5936,0.3548
0.6269,0.3683
0.6684,0.3865
0.7056,0.3995
0.727,0.407
0.7589,0.4171
0.7773,0.4238
0.8105,0.4364
0.8394,0.4469
0.8691,0.4574
0.901,0.4683
0.9382,0.4809
0.9649,0.4905
0.9902,0.4976
1.0011,0.5009
