0.8,0.8
0,1
0.0578,0.9959
0.0789,0.9948
0.1211,0.9894
0.1506,0.9819
0.1822,0.9734
0.2138,0.9649
0.2391,0.9574
0.2641,0.9504
0.2845,0.9453
0.3033,0.9377
0.3228,0.9308
0.3425,0.9236
0.3621,0.9162
0.3817,0.9086
0.4013,0.9008
0.4209,0.894
0.4403,0.8867
0.4601,0.8774
0.4797,0.869
0.5049,0.8582
0.5245,0.8493
0.5407,0.8416
0.5599,0.8329
0.5795,0.8243
0.596,0.8172
0.6187,0.8075
0.6383,0.7991
0.6577,0.7909
0.6775,0.7824
0.6971,0.7747
0.7167,0.7663
0.7334,0.7579
0.7523,0.751
0.7719,0.7429
0.7908,0.7343
0.8111,0.726
0.8265,0.7195
0.8432,0.7116
0.8604,0.704
0.9109,0.6843
0.9305,0.6761
0.9501,0.6681
0.9697,0.6601
0.991,0.6516
0.9994,0.6486
